S/S Group,S/S or Busbar Name Node,Primary Voltage (kV),S/S or Busbar Name Node 2,Secondary Voltage (kV),Vector Group,Positive Sequence Impedance R (% on 100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Zero Sequence Reactance X (% on 100 MVA Base),Minimum Tap %,Maximum Tap %,Transformer Rating (MVA),Reverse Power Capability (MVA),Method of Earthing,Licence Area,Transformer Substation,"Substation Class (Primary, BSP)",Geo Point
SKELTON GRANGE,LEASOWE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,91.7,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Leasowe Road,Primary,
SKELTON GRANGE,HILLCREST T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.5,66.5,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Hillcrest,Primary,
SKELTON GRANGE,EMERALD STREET,33.0,Not given for Yorkshire,11.5,Yy0,4.37,101.6,101.6,-10.0,10.0,12.0,12,Solid,Yorkshire,Emerald Street,Primary,
SKELTON GRANGE,CLARENCE ROAD T1,33.0,Not given for Yorkshire,11.5,Yy0,7.84,120.45,578.5,-10.0,10.0,30.0,NOT KNOWN,Impedance,Yorkshire,Clarence Road,Primary,"54.588885679227175, -1.2323171725537199"
SKELTON GRANGE,BUSLINGTHORPE GREEN T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,95.2,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Buslingthorpe Green,Primary,
SKELTON GRANGE,BURNLEYVILLE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,97.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Burnleyville,Primary,
SKELTON GRANGE,BURMANTOFTS T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.7,66.7,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Burmantofts,Primary,
SKELTON GRANGE,BROOKFIELD STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.3,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Brookfield Street,Primary,
SKELTON GRANGE,BROOKFIELD STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.3,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Brookfield Street,Primary,
SKELTON GRANGE,BIRKBY T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Birkby,Primary,"54.41470035345895, -1.4888695379230545"
SPENNYMOOR,Spennymoor T2,66.0,Spennymoor,22.0,Yy0,2.29,64.5,Not given for Northeast,-10.5,10.5,44.0,NOT KNOWN,Solid / Impedance,Northeast,Spennymoor,Primary,
SPENNYMOOR,Spennymoor T1,66.0,Spennymoor,22.0,Yy0,2.3,64.5,Not given for Northeast,-10.5,10.5,44.0,NOT KNOWN,Solid / Impedance,Northeast,Spennymoor,Primary,
SPENNYMOOR,Spennymoor GT1,132.0,Spennymoor GT1,66.0,Yy0,0.92,16.53,Not given for Northeast,-10.0,10.0,75.0,75,Solid / Impedance,Northeast,Spennymoor,BSP,
SPENNYMOOR,Potter House GT1,132.0,Potter House GT1,66.0,Yy0,0.78,20.45,Not given for Northeast,-20.0,10.0,120.0,120,Solid / Impedance,Northeast,Potter House,BSP,
SPENNYMOOR,Meadowfield T1,66.0,Meadowfield,11.5,Dy11,3.89,94.08,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Meadowfield,Primary,
SPENNYMOOR,Low Spennymoor T2,66.0,Low Spennymoor,11.5,Dy11,5.01,98.4,Not given for Northeast,-15.0,6.0,24.0,12,Solid / Impedance,Northeast,Low Spennymoor,Primary,
SPENNYMOOR,Low Spennymoor T1,66.0,Low Spennymoor,11.5,Dy11,4.8,98.1,Not given for Northeast,-15.0,6.0,24.0,12,Solid / Impedance,Northeast,Low Spennymoor,Primary,
SPENNYMOOR,Brancepeth T2,66.0,Brancepeth,20.0,Yy0,1.9,65.35,Not given for Northeast,-15.0,6.0,40.0,40,Solid / Impedance,Northeast,Brancepeth,Primary,
SPENNYMOOR,Belmont T1,66.0,Belmont,11.5,Dy11,4.25,77.5,Not given for Northeast,-15.0,6.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Belmont,Primary,
STELLA,Westerhope T2,33.0,Westerhope,11.5,Yy6,4.06,82.67,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Westerhope,Primary,
STELLA,West Wylam T1,66.0,West Wylam,22.0,Yy0,3.62,63.3,Not given for Northeast,-10.5,10.5,30.0,NOT KNOWN,Solid / Impedance,Northeast,West Wylam,Primary,
STELLA,Ravensworth GT1,132.0,Ravensworth GT1,66.0,Yy0,0.56,16.97,Not given for Northeast,-20.0,10.0,75.0,75,Solid / Impedance,Northeast,Ravensworth,BSP,
STELLA,Pilgrim T2,33.0,Pilgrim,11.5,Yy6,2.95,64.3,Not given for Northeast,-10.0,10.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Pilgrim,Primary,
STELLA,Pilgrim T1,33.0,Pilgrim,11.5,Yy6,2.95,64.3,Not given for Northeast,-10.0,10.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Pilgrim,Primary,
STELLA,Newcastle Airport T1,33.0,Newcastle Airport,11.5,Yy6,4.0,75.0,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Newcastle Airport,Primary,
STELLA,Newburn Haugh T1,132.0,Newburn Haugh,11.5,Yd11,2.42,98.63,Not given for Northeast,-25.0,10.0,30.0,30,Solid / Impedance,Northeast,Newburn Haugh,Primary,
STELLA,Kenton T1,33.0,Kenton,11.5,Yy6,4.76,82.0,Not given for Northeast,-10.0,10.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Kenton,Primary,
STELLA,Hexham T2,66.0,Hexham,22.0,Yy0,2.09,48.0,Not given for Northeast,-10.5,10.5,37.5,37.5,Solid / Impedance,Northeast,Hexham,Primary,
STELLA,Harraton GT2,132.0,Harraton GT2,11.0,Yd11,2.3,94.14,Not given for Northeast,-20.04,10.02,30.0,30,Solid / Impedance,Northeast,Harraton,Primary,
STELLA,Harraton GT1,132.0,Harraton GT1,11.0,Yd11,2.3,94.41,Not given for Northeast,-20.04,10.02,30.0,30,Solid / Impedance,Northeast,Harraton,Primary,
STELLA,Educational Precinct T2,33.0,Educational Precinct,11.5,Yy6,2.6,62.55,Not given for Northeast,-17.16,5.72,30.0,30,Solid / Impedance,Northeast,Educational Precinct,Primary,
STELLA,Educational Precinct T1,33.0,Educational Precinct,11.5,Yy6,2.6,63.4,Not given for Northeast,-17.16,5.72,30.0,30,Solid / Impedance,Northeast,Educational Precinct,Primary,
STELLA,Dunston T4,66.0,Dunston,22.0,Yy0,3.63,63.33,Not given for Northeast,-10.5,10.5,30.0,30,Solid / Impedance,Northeast,Dunston,Primary,
STELLA,Dunston GT1,132.0,Dunston GT1,66.0,Yy0,0.24,8.05,Not given for Northeast,-20.0,10.0,150.0,150,Solid / Impedance,Northeast,Dunston,BSP,
STELLA,Corporation Street T2,33.0,Corporation Street,11.5,Yy6,3.72,83.7,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Corporation Street,Primary,
STELLA,Close T1,66.0,Close,11.5,Dy11,3.06,100.02,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,Close,Primary,
STELLA,Blucher GT2,132.0,Blucher GT2,33.0,Yd1,0.59,25.22,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Blucher,BSP,
STELLA,Benwell T1,66.0,Benwell,11.5,Dy11,2.27,95.9,Not given for Northeast,-15.0,6.0,40.0,40,Solid / Impedance,Northeast,Benwell,Primary,
STELLA,Bensham T2,66.0,Bensham,11.5,Dy11,3.48,76.7,Not given for Northeast,-15.0,6.0,32.0,16,Solid / Impedance,Northeast,Bensham,Primary,
STELLA,Barrack Road GT1,132.0,Barrack Road GT1,33.0,Yd1,0.71,23.99,Not given for Northeast,-20.04,10.02,120.0,120,Solid / Impedance,Northeast,Barrack Road,BSP,
STELLA,Annfield GT2,132.0,Annfield GT2,66.0,Yy0,0.85,19.53,Not given for Northeast,-20.0,10.0,75.0,75,Solid / Impedance,Northeast,Annfield,BSP,
THURCROFT,Mexborough 3 T3,66.0,Not given for Yorkshire,11.0,Yy0,6.0,82.3,82.3,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Mexborough 3,Primary,
THURCROFT,KIVETON PARK T2,66.0,Not given for Yorkshire,11.0,Yy0,8.0,125.0,125,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Kiveton Park,Primary,
THURCROFT,HARWORTH T2,66.0,Not given for Yorkshire,11.5,Yy0,7.94,86.49,421.47,-10.0,10.0,30.0,30,Impedance,Yorkshire,Harworth,Primary,
TYNEMOUTH,Willington T1,33.0,Willington,11.5,Yy6,4.11,63.6,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Willington,Primary,
TYNEMOUTH,Tynemouth Central T1,33.0,Tynemouth Central,11.5,Yy6,3.9,85.93,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Tynemouth Central,Primary,
TYNEMOUTH,Simonside T1,33.0,Simonside,11.5,Yy6,5.04,83.3,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Simonside,Primary,
TYNEMOUTH,Killingworth T2,33.0,Killingworth,11.5,Yy6,4.46,81.9,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Killingworth,Primary,
TYNEMOUTH,Jarrow T2,33.0,Jarrow (S Shields),11.5,Yy6,3.93,83.3,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Jarrow,Primary,
TYNEMOUTH,Jarrow T1,33.0,Jarrow (S Shields),11.5,Yy6,3.93,83.3,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Jarrow,Primary,
TYNEMOUTH,Howdon T1,33.0,Howdon,11.5,Yy6,4.12,63.4,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Howdon,Primary,
TYNEMOUTH,Gosforth GT2,33.0,Gosforth GT2,11.5,Yy6,0.67,26.66,Not given for Northeast,-20.0,10.0,32.0,32,Solid / Impedance,Northeast,Gosforth,Primary,
TYNEMOUTH,Gosforth GT1,33.0,Gosforth GT1,11.5,Yy6,0.89,26.44,Not given for Northeast,-20.04,10.02,32.0,32,Solid / Impedance,Northeast,Gosforth,Primary,
TYNEMOUTH,Garwood Street T2,33.0,Garwood Street,11.5,Yy6,2.44,62.5,Not given for Northeast,-10.0,10.0,32.0,32,Solid / Impedance,Northeast,Garwood Street,Primary,
TYNEMOUTH,Flatworth GT2,132.0,Flatworth GT2,33.0,Yd1,1.12,24.78,Not given for Northeast,-20.0,10.0,60.0,60,Solid / Impedance,Northeast,Flatworth,BSP,
TYNEMOUTH,Flatworth GT1,132.0,Flatworth GT1,33.0,Yd1,1.12,24.8,Not given for Northeast,-20.0,10.0,60.0,60,Solid / Impedance,Northeast,Flatworth,BSP,
TYNEMOUTH,Flatworth Central T2,33.0,Flatworth Central,11.5,Yy6,2.5,87.5,Not given for Northeast,-10.0,10.0,32.0,32,Solid / Impedance,Northeast,Flatworth Central,Primary,
TYNEMOUTH,Billy Mill T2,33.0,Billy Mill,11.5,Yy6,4.08,78.93,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Billy Mill,Primary,
WEST BOLDON,Sunderland T2 T6,66.0,Sunderland Red,11.5,Dy11,3.31,83.33,Not given for Northeast,-17.16,5.72,30.0,30,Solid / Impedance,Northeast,Sunderland T5 T6,Primary,
WEST BOLDON,West Southwick T1,66.0,West Southwick,11.5,Dy11,3.07,99.25,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,West Southwick,Primary,
WEST BOLDON,Wardley T2,66.0,Wardle,5.75,Yd11,4.52,123.0,Not given for Northeast,-13.5,6.0,18.75,18.75,Solid / Impedance,Northeast,Wardley,Primary,
WEST BOLDON,Wardley T1,66.0,Wardle,5.75,Yd11,4.98,106.4,Not given for Northeast,-13.5,6.0,15.0,15,Solid / Impedance,Northeast,Wardley,Primary,
WEST BOLDON,Usworth T2,66.0,Usworth,11.5,Dy11,3.67,101.1,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Usworth,Primary,
WEST BOLDON,Temple Park T1,66.0,Temple Park,11.5,Dy11,4.58,84.07,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Temple Park,Primary,
WEST BOLDON,Pallion Trading T1,33.0,Pallion Trading,11.5,Yy6,4.42,82.5,Not given for Northeast,-15.0,6.0,24.0,12,Solid / Impedance,Northeast,Pallion Trading,Primary,
WEST BOLDON,Offerton Red,33.0,Offerton,11.5,Yy6,3.11,77.56,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,Offerton,Primary,
WEST BOLDON,High Barmston T2,66.0,High Barmston,11.5,Dy11,5.08,83.3,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,High Barmston,Primary,
WEST BOLDON,Hebburn West T1,66.0,Hebburn West,11.5,Dy11,3.87,96.2,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Hebburn West,Primary,
WEST BOLDON,Gateshead East T2,66.0,Gateshead East,11.5,Dy11,3.58,72.37,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,Gateshead East,Primary,
WEST BOLDON,Gateshead East T1,66.0,Gateshead East,11.5,Dy11,3.58,72.37,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,Gateshead East,Primary,
WEST BOLDON,Carr Hill T2,66.0,Carr Hill,11.5,Dy11,4.51,98.83,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Carr Hill,Primary,
WEST BOLDON,Carley Hill T1,66.0,Carley Hill,11.5,Dy11,4.79,82.86,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Carley Hill,Primary,
WEST BOLDON,Boldon Downhill T2,66.0,Boldon Downhill,20.0,Yy0,5.69,66.5,Not given for Northeast,-10.5,10.5,30.0,30,Solid / Impedance,Northeast,Boldon Downhill,Primary,
WEST BOLDON,Boldon Downhill T1,66.0,Boldon Downhill,20.0,Yy0,4.8,61.27,Not given for Northeast,-10.5,10.5,30.0,30,Solid / Impedance,Northeast,Boldon Downhill,Primary,
WEST MELTON,Rawmarsh Road 3_4 GT4,132.0,Not given for Yorkshire,11.5,Yd9,3.37,102.27,93.86,-10.0,10.0,30.0,30,Solid,Yorkshire,Rawmarsh Road 3_4,Primary,
WEST MELTON,Rawmarsh Road 1_2 GT1,132.0,Not given for Yorkshire,11.5,Yd9,3.37,103.0,93.89,-10.0,10.0,30.0,30,Solid,Yorkshire,Rawmarsh Road 1_2,Primary,
WEST MELTON,ELMHIRST LANE T2,66.0,Not given for Yorkshire,11.0,Yy0,5.1,75.83,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Elmhirst Lane 1,Primary,
WEST MELTON,ELMHIRST LANE T1,66.0,Not given for Yorkshire,11.0,Yy0,5.1,75.4,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Elmhirst Lane 1,Primary,
WEST MELTON,YORK STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,77.7,550,-14.0,6.0,23.0,NOT KNOWN,Impedance,Yorkshire,York Street,Primary,"54.906678427042095, -1.3837597414078076"
WEST MELTON,YORK STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,77.7,550,-14.0,6.0,23.0,NOT KNOWN,Impedance,Yorkshire,York Street,Primary,"54.906678427042095, -1.3837597414078076"
WEST MELTON,WHEATLEY PARK T2,66.0,Not given for Yorkshire,11.0,Yy0,6.0,83.9,83.9,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Wheatley Park,Primary,
WEST MELTON,WEST MOOR PARK T2,66.0,Not given for Yorkshire,11.5,Yy0,5.62,74.2,645.8,-10.0,10.0,24.0,24,Impedance,Yorkshire,West Moor Park,Primary,
WEST MELTON,WEST MOOR PARK T1,66.0,Not given for Yorkshire,11.5,Yy0,5.79,75.4,645.8,-10.0,10.0,24.0,24,Impedance,Yorkshire,West Moor Park,Primary,
WEST MELTON,WEST MELTON GT3,132.0,Not given for Yorkshire,66.0,Yd9,1.1,22.2,19.6,-20.0,10.0,60.0,60,Solid,Yorkshire,West Melton,BSP,
WEST MELTON,WATH UPON DEARNE T2,66.0,Not given for Yorkshire,11.0,Yy0,6.0,83.7,83.7,-15.0,5.0,30.0,30,Solid,Yorkshire,Wath Upon Dearne,Primary,
WEST MELTON,WATH UPON DEARNE T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,84.6,84.6,-15.0,5.0,30.0,30,Solid,Yorkshire,Wath Upon Dearne,Primary,
WEST MELTON,TINSLEY WIRE INDUSTRIES T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,76.6,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Tinsley Wire Industries,Primary,
WEST MELTON,THORNE T2,66.0,Not given for Yorkshire,11.0,Yy0,6.0,83.3,83.3,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Thorne,Primary,
WEST MELTON,TANKERSLEY PARK T2,66.0,Not given for Yorkshire,11.0,Yy0,6.0,80.7,80.7,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Tankersley Park,Primary,
WEST MELTON,STAINFORTH T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,80.5,80.5,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Stainforth,Primary,
WEST MELTON,SMITHY GREEN T1,66.0,Not given for Yorkshire,11.0,Yy0,12.0,93.3,93.3,-15.0,5.0,7.5,NOT KNOWN,Solid,Yorkshire,Smithy Green,Primary,
WEST MELTON,SHIRLAND LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,77.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Shirland Lane,Primary,
WEST MELTON,SCISSETT T2,66.0,Not given for Yorkshire,11.0,Yy0,6.0,81.8,81.8,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Scissett,Primary,
WEST MELTON,SCISSETT T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,82.1,82.1,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Scissett,Primary,
WEST MELTON,PARK STREET GT2,132.0,Not given for Yorkshire,11.0,Yd9,4.38,106.0,93.3,-20.0,10.0,30.0,30,Solid,Yorkshire,Park Street,Primary,
WEST MELTON,ORGREAVE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.1,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Orgreave,Primary,
WEST MELTON,KIRK SANDALL T2,66.0,Not given for Yorkshire,11.5,Yy0,5.54,84.2,851.79,-10.0,10.0,24.0,24,Impedance,Yorkshire,Kirk Sandall,Primary,
WEST MELTON,ICI FIBRES T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,83.1,83.1,-15.0,5.0,18.75,18.75,Solid,Yorkshire,ICI Fibres,Primary,
WEST MELTON,HUNNINGLEY GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.7,27.5,24.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Hunningley,BSP,
WEST MELTON,HOPE T2,66.0,Not given for Yorkshire,11.0,Yy0,6.0,82.0,82,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Hope,Primary,
WEST MELTON,HOPE T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,81.3,81.3,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Hope,Primary,
WEST MELTON,HICKLETON T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,83.0,83,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Hickleton,Primary,
WEST MELTON,Greyfriars Road 3/4 T3,33.0,Not given for Yorkshire,11.0,Yy0,7.52,96.95,583.87,-10.0,10.0,30.0,30,Impedance,Yorkshire,Greyfriars Road 3/4,Primary,
WEST MELTON,Greyfriars Road 3/4 T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,94.4,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Greyfriars Road 3/4,Primary,
WEST MELTON,ELSECAR T2,66.0,Not given for Yorkshire,11.0,Yy0,4.0,75.4,500,-15.0,5.0,24.0,24,Impedance,Yorkshire,Elsecar,Primary,
WEST MELTON,ELSECAR T1,66.0,Not given for Yorkshire,11.0,Yy0,4.0,75.4,500,-15.0,5.0,18.75,NOT KNOWN,Impedance,Yorkshire,Elsecar,Primary,
WEST MELTON,ECCLESFIELD T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,80.7,80.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Ecclesfield,Primary,
WEST MELTON,DURKAR LOW LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.2,65.2,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Durkar Low Lane,Primary,
WEST MELTON,DONCASTER CENTRAL GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.71,25.1,22.1,-20.0,10.0,90.0,90,Solid,Yorkshire,Doncaster Central,BSP,
WEST MELTON,DONCASTER CENTRAL GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.72,24.9,21.9,-20.0,10.0,90.0,90,Solid,Yorkshire,Doncaster Central,BSP,
WEST MELTON,Doncaster B/Thorpe Marsh GT2,132.0,Not given for Yorkshire,66.0,Yd9,1.95,21.54,19.98,-20.0,10.0,120.0,120,Solid,Yorkshire,Doncaster B/Thorpe Marsh,BSP,
WEST MELTON,Doncaster B/Thorpe Marsh GT1,132.0,Not given for Yorkshire,66.0,Yd9,1.94,21.43,19.98,-20.0,10.0,120.0,120,Solid,Yorkshire,Doncaster B/Thorpe Marsh,BSP,
WEST MELTON,DARNALL T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.8,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Darnall,Primary,
WEST MELTON,BOC BRINSWORTH T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.0,66,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Boc Brinsworth,Primary,
WEST MELTON,BENTLEY T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Bentley,Primary,
WEST MELTON,BELMONT AVENUE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,97.8,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Belmont Avenue,Primary,
WEST MELTON,Barugh 66/11kV T2,66.0,Not given for Yorkshire,11.5,Yy0,7.6,113.09,421.48,-10.0,10.0,30.0,30,Impedance,Yorkshire,Barugh 66/11kV,Primary,
WEST MELTON,Barugh 132/66kV GT2,132.0,Not given for Yorkshire,66.0,Yd9,0.8,20.3,17.9,-20.0,10.0,75.0,75,Solid,Yorkshire,Barugh 132/66kV,BSP,
WEST MELTON,BARNSLEY T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,82.4,82.4,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Barnsley,Primary,
WEST MELTON,BARNBURGH T1,66.0,Not given for Yorkshire,11.5,Yy0,4.0,74.5,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Barnburgh,Primary,
WEST MELTON,AUSTERFIELD,66.0,Not given for Yorkshire,11.0,Yy0,8.0,118.0,118,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Austerfield,Primary,
WEST MELTON,ATTERCLIFFE GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.8,21.0,18.5,-20.0,10.0,60.0,NOT KNOWN,Solid,Yorkshire,Attercliffe,BSP,
WINCOBANK,WAVERLEY BUSINESS PARK T1,33.0,Not given for Yorkshire,11.5,Yy0,5.69,98.89,464.79,-15.0,5.0,40.0,40,Impedance,Yorkshire,Waverley Business Park,Primary,
WINCOBANK,TINSLEY PARK ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,76.0,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Tinsley Park Road,Primary,
WINCOBANK,SHEPCOTE TINSLEY T2,33.0,Not given for Yorkshire,11.0,Yy0,7.58,98.62,578.5,-10.0,10.0,30.0,30,Impedance,Yorkshire,Shepcote Tinsley,Primary,
BLYTH,Seghill T1,66.0,Seghill,11.5,Dy11,7.71,71.33,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,Seghill,Primary,
BLYTH,Morpeth T2,66.0,Morpeth,20.0,Yy0,3.65,80.27,Not given for Northeast,-10.0,10.0,30.0,30,Solid / Impedance,Northeast,Morpeth,Primary,
BLYTH,Morpeth T1,66.0,Morpeth,20.0,Yy0,3.63,82.6,Not given for Northeast,-10.0,10.0,30.0,30,Solid / Impedance,Northeast,Morpeth,Primary,
BLYTH,Lynemouth T1,66.0,Lynemouth,22.0,Yy0,2.35,49.0,Not given for Northeast,-10.5,10.5,37.5,37.5,Solid / Impedance,Northeast,Lynemouth,Primary,
BLYTH,Denwick T1,66.0,Denwick,22.0,Yy0,3.47,63.55,Not given for Northeast,-10.5,10.5,25.0,25,Solid / Impedance,Northeast,Denwick,Primary,
BLYTH,Benton Square T1,66.0,Benton Square,11.5,Dy11,4.46,82.53,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Benton Square,Primary,
BLYTH,Ashington T1,66.0,Ashington,11.5,Dy11,4.4,83.2,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Ashington,Primary,
BRADFORD WEST,THORNTON T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,81.3,81.3,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Thornton,Primary,
BRADFORD WEST,SOUTH STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,93.8,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,South Street,Primary,"54.906140015511546, -1.3861413588599212"
BRADFORD WEST,SKIPTON T1,33.0,Not given for Yorkshire,11.5,Yy0,7.86,94.03,583.88,-20.0,10.0,30.0,30,Impedance,Yorkshire,Skipton,Primary,
BRADFORD WEST,SILSDEN GT1,132.0,Not given for Yorkshire,33.0,Yd1,3.43,26.93,392.3,-20.04,10.02,90.0,NOT KNOWN,Solid,Yorkshire,Silsden,BSP,
BRADFORD WEST,SHIPLEY T2,33.0,Not given for Yorkshire,11.5,Yy0,3.95,72.08,579.3,-10.0,10.0,24.0,24,Impedance,Yorkshire,Shipley,Primary,
BRADFORD WEST,RAWSON ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.2,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Rawson Road,Primary,
BRADFORD WEST,NORTH AVENUE T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.3,66.3,-15.0,5.0,18.75,18.75,Solid,Yorkshire,North Avenue,Primary,"54.9962039737086, -1.6883137741417475"
BRADFORD WEST,NABWOOD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Nabwood,Primary,
BRADFORD WEST,MENSTON GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.7,24.7,21.7,-20.0,10.0,90.0,90,Solid,Yorkshire,Menston,BSP,
